Eaf,Ealf,Eauxf,Eauxf_cs,Eauxf_fw,Eauxf_hs,Eauxf_ve,Eauxf_ww,Ecaf,Edataf,Ef,Ehs_lat_aux,Elf,Eprof,Eref,I_rad,I_sol,QCf,QEf,QHf,Qcdataf,Qcref,Qcs,Qcs_em_ls,Qcs_lat_sys,Qcs_sen,Qcs_sen_incl_em_ls,Qcs_sen_sys,Qcsf,Qcsf_lat,Qhprof,Qhs,Qhs_em_ls,Qhs_lat_sys,Qhs_sen,Qhs_sen_incl_em_ls,Qhs_sen_sys,Qhsf,Qhsf_lat,Qs,Qww,Qwwf,T_ext,T_sky,Ta_re_cs,Ta_re_hs,Ta_sup_cs,Ta_sup_hs,Tcdataf_re,Tcdataf_sup,Tcref_re,Tcref_sup,Tcsf_re,Tcsf_sup,Thsf_re,Thsf_sup,Twwf_re,Twwf_sup,m_ve_inf,m_ve_mech,m_ve_recirculation,m_ve_required,m_ve_window,ma_sup_cs,ma_sup_hs,mcpcsf,mcpdataf,mcphsf,mcpref,mcpwwf,people,rh_ext,system_status,ta_cs_set,ta_hs_set,theta_a,theta_c,theta_m,theta_o,theta_ve_mech,u_wind,ve,w_int
1015.581,2978.003,0.393,0,0,0.000,0,0.393,0,0,2978.396,0,1962.422,0,0,1328.322,-1328.322,0,4555.093,1576.698,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,449.992,1158.187,1576.698,22.800,60.613,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.187,0,0,0.076,0.000,0,0,0,0,0.000,0,34.276,6,60,systems off,26.000,,27.764,27.659,27.681,27.692,22.800,0.400,231.425,0
1015.581,2978.003,0.337,0,0,0.000,0,0.337,0,0,2978.340,0,1962.422,0,0,1270.894,-1270.894,0,4163.834,1185.494,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,562.490,854.400,1185.494,21.500,59.248,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.188,0,0,0.095,0.105,0,0,0,0,0.000,0,25.772,8,68,systems off,26.000,,27.323,27.397,27.512,27.374,21.500,0.400,289.281,0
1015.581,2978.003,0.251,0,0,0.000,0,0.251,0,0,2978.254,0,1962.422,0,0,1207.997,-1207.997,0,3683.012,704.758,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,562.490,474.667,704.758,20.200,57.781,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.188,0,0,0.095,0.105,0,0,0,0,0.000,0,15.321,8,73,systems off,26.000,,26.996,27.141,27.303,27.096,20.200,0.900,289.281,0
255.189,765.954,0.219,0,0,0.000,0,0.219,0,0,766.173,0,510.764,0,0,1146.778,-1146.778,0,1340.367,574.195,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,562.490,360.747,574.195,18.900,56.329,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.189,0,0,0.096,0.105,0,0,0,0,0.000,0,12.482,8,80,systems off,26.000,,26.263,26.683,26.991,26.553,18.900,0.400,289.281,0
255.189,765.954,0.142,0,0,0.000,0,0.142,0,0,766.096,0,510.764,0,0,1138.566,-1138.566,0,1157.110,391.014,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,562.490,151.893,391.014,18.300,55.708,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.190,0,0,0.096,0.105,0,0,0,0,0.000,0,8.500,8,85,systems off,26.000,,25.910,26.348,26.669,26.212,18.300,0.900,289.281,0
255.189,765.954,0.101,0,0,0.000,0,0.101,0,0,766.054,0,510.764,0,0,1110.723,-1110.723,0,1201.076,435.022,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,562.490,75.947,435.022,17.500,54.820,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.190,0,0,0.096,0.000,0,0,0,0,0.000,0,9.457,8,90,systems off,26.000,,25.826,26.098,26.356,26.014,17.500,1.200,289.281,0
255.189,765.954,0.050,0,0,0.000,0,0.050,0,0,766.004,0,510.764,0,0,1096.405,-1096.405,0,1366.662,600.658,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,562.490,18.987,600.658,17.100,54.284,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.190,0,0,0.096,0.000,0,0,0,0,0.000,0,13.058,8,89,systems off,26.000,,25.504,25.780,26.041,25.694,17.100,2.200,289.281,0
255.189,765.954,0.050,0,0,0.000,0,0.050,0,0,766.004,0,510.764,0,0,1096.097,-1096.097,0,1371.637,605.633,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,562.490,18.987,605.633,16.800,53.959,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.191,0,0,0.097,0.000,0,0,0,0,0.000,0,13.166,8,91,systems off,26.000,,25.190,25.466,25.726,25.380,16.800,1.200,289.281,0
255.189,765.954,0.071,0,0,0.000,0,0.071,0,0,766.025,0,510.764,0,0,1111.800,-753.323,0,1381.129,615.105,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,562.490,37.973,615.105,16.800,53.959,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.191,0,0,0.097,0.000,0,0,0,0,0.000,0,13.372,8,92,systems off,26.000,,24.933,25.189,25.434,25.110,16.800,0.500,289.281,0
255.189,765.954,0.310,0,0,0.000,0,0.310,0,0,766.264,0,510.764,0,0,1157.938,976.497,0,1802.847,1036.583,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,562.490,721.494,1036.583,17.700,54.597,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.190,0,0,0.096,0.000,0,0,0,0,0.000,0,22.534,8,94,systems off,26.000,,24.894,25.061,25.241,25.009,17.700,0.400,289.281,0
1015.581,2978.003,2.612,0,0,0.000,0,2.612,0,0,2980.615,0,1962.422,0,0,1239.083,3261.898,0,5565.266,2584.652,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,449.992,1879.681,2584.652,19.000,56.043,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.189,0,0,0.077,0.000,0,0,0,0,0.000,0,56.188,6,91,systems off,26.000,,25.388,25.240,25.239,25.285,19.000,0.800,231.425,0
2031.162,5956.006,2.440,0,0,0.000,0,2.440,0,0,5958.446,0,3924.844,0,0,1331.178,6924.135,0,8200.485,2242.038,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,423.968,1641.406,2242.038,20.800,57.960,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.188,0,0,0.072,0.000,0,0,0,0,0.000,0,48.740,6,81,systems off,26.000,,26.350,25.761,25.511,25.944,20.800,0.800,218.041,0
1210.855,3616.827,2.331,0,0,0.000,0,2.331,0,0,3619.158,0,2405.972,0,0,1397.116,8998.599,0,5661.666,2042.507,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,397.945,1498.066,2042.507,22.300,59.697,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.187,0,0,0.067,0.000,0,0,0,0,0.000,0,44.402,5,71,systems off,26.000,,26.488,26.034,25.824,26.175,22.300,1.700,204.657,0
1471.220,4468.592,0.419,0,0,0.000,0,0.419,0,0,4469.011,0,2997.372,0,0,1470.380,300.528,0,6264.721,1795.710,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,484.419,1316.751,1795.710,23.800,61.291,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.186,0,0,0.081,0.000,0,0,0,0,0.000,0,39.037,6,61,systems off,26.000,,26.489,26.084,25.913,26.209,23.800,1.200,249.130,0
1471.220,4468.592,0.423,0,0,0.000,0,0.423,0,0,4469.015,0,2997.372,0,0,1556.462,436.626,0,6293.095,1824.080,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,570.893,1344.290,1824.080,25.300,62.859,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.185,0,0,0.095,0.000,0,0,0,0,0.000,0,39.654,8,54,systems off,26.000,,26.760,26.283,26.059,26.430,25.300,0.800,293.602,0
2161.345,6381.888,0.414,0,0,0.000,0,0.414,0,0,6382.303,0,4220.544,0,0,1626.260,498.549,0,8119.926,1737.623,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,570.893,1287.330,1737.623,26.700,64.262,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.184,0,0,0.095,0.000,0,0,0,0,0.000,0,37.774,8,49,systems off,26.000,,27.383,26.663,26.306,26.886,26.700,0.900,293.602,0
2031.162,5956.006,0.435,0,0,0.000,0,0.435,0,0,5956.441,0,3924.844,0,0,1673.281,421.350,0,7863.848,1907.407,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,510.443,1422.119,1907.407,27.900,65.441,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.184,0,0,0.084,0.000,0,0,0,0,0.000,0,41.465,7,43,systems off,26.000,,27.644,26.934,26.568,27.154,27.900,0.800,262.513,0
1210.855,3616.827,0.434,0,0,0.000,0,0.434,0,0,3617.260,0,2405.972,0,0,1709.747,196.019,0,5509.277,1892.017,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,484.419,1411.685,1892.017,28.700,66.324,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.183,0,0,0.080,0.000,0,0,0,0,0.000,0,41.131,6,40,systems off,26.000,,27.534,27.039,26.771,27.193,28.700,0.200,249.130,0
1471.220,4468.592,0.382,0,0,0.000,0,0.382,0,0,4468.974,0,2997.372,0,0,1735.701,9996.876,0,5939.044,1470.069,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,570.893,1097.464,1470.069,29.300,66.862,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.183,0,0,0.094,0.000,0,0,0,0,0.000,0,31.958,8,38,systems off,26.000,,28.622,27.810,27.347,28.062,29.300,1.900,293.602,0
1471.220,4468.592,0.369,0,0,0.000,0,0.369,0,0,4468.961,0,2997.372,0,0,1709.654,5442.501,0,5838.243,1369.282,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,570.893,1021.517,1369.282,29.600,67.199,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.183,0,0,0.094,0.000,0,0,0,0,0.000,0,29.767,8,37,systems off,26.000,,28.852,28.149,27.759,28.367,29.600,2.200,293.602,0
2031.162,5956.006,0.337,0,0,0.000,0,0.337,0,0,5956.343,0,3924.844,0,0,1671.241,1027.202,0,7107.000,1150.657,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,510.443,852.519,1150.657,29.500,66.893,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.183,0,0,0.084,0.000,0,0,0,0,0.000,0,25.014,7,36,systems off,26.000,,29.155,28.426,28.047,28.652,29.500,4.100,262.513,0
1966.071,5743.065,0.394,0,0,0.000,0,0.394,0,0,5743.459,0,3776.993,0,0,1628.838,-1471.807,0,7299.424,1555.965,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,536.466,1166.740,1555.965,28.900,66.450,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.183,0,0,0.088,0.000,0,0,0,0,0.000,0,33.825,7,39,systems off,26.000,,29.143,28.521,28.215,28.714,28.900,1.300,275.897,0
1966.071,5743.065,0.444,0,0,0.000,0,0.444,0,0,5743.509,0,3776.993,0,0,1554.345,-1554.345,0,7710.260,1966.751,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,449.992,1480.961,1966.751,27.900,65.259,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.184,0,0,0.074,0.000,0,0,0,0,0.000,0,42.755,6,40,systems off,26.000,,29.161,28.598,28.337,28.773,27.900,0.600,231.425,0
1966.071,5743.065,0.447,0,0,0.000,0,0.447,0,0,5743.511,0,3776.993,0,0,1486.966,-1486.966,0,7739.837,1996.326,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,449.992,1499.947,1996.326,26.700,64.151,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.184,0,0,0.075,0.000,0,0,0,0,0.000,0,43.398,6,42,systems off,26.000,,29.144,28.634,28.416,28.792,26.700,0.000,231.425,0
1015.581,2978.003,0.393,0,0,0.000,0,0.393,0,0,2978.396,0,1962.422,0,0,1437.298,-1437.298,0,4539.247,1560.852,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,449.992,1158.187,1560.852,25.400,63.298,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.185,0,0,0.075,0.000,0,0,0,0,0.000,0,33.932,6,46,systems off,26.000,,28.596,28.410,28.367,28.468,25.400,0.100,231.425,0
1015.581,2978.003,0.337,0,0,0.000,0,0.337,0,0,2978.340,0,1962.422,0,0,1331.341,-1331.341,0,4153.380,1175.040,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,562.490,854.400,1175.040,23.300,61.134,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.186,0,0,0.094,0.105,0,0,0,0,0.000,0,25.544,8,57,systems off,26.000,,28.165,28.170,28.238,28.168,23.300,0.300,289.281,0
1015.581,2978.003,0.251,0,0,0.000,0,0.251,0,0,2978.254,0,1962.422,0,0,1214.511,-1214.511,0,3677.552,699.298,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,562.490,474.667,699.298,21.200,58.680,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.188,0,0,0.095,0.105,0,0,0,0,0.000,0,15.202,8,62,systems off,26.000,,27.761,27.888,28.039,27.849,21.200,0.300,289.281,0
255.189,765.954,0.219,0,0,0.000,0,0.219,0,0,766.173,0,510.764,0,0,1104.010,-1104.010,0,1337.019,570.846,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,562.490,360.747,570.846,19.100,56.226,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.189,0,0,0.096,0.105,0,0,0,0,0.000,0,12.410,8,68,systems off,26.000,,26.926,27.378,27.709,27.238,19.100,0.100,289.281,0
255.189,765.954,0.142,0,0,0.000,0,0.142,0,0,766.096,0,510.764,0,0,1051.911,-1051.911,0,1155.336,389.240,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,562.490,151.893,389.240,17.600,54.664,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.190,0,0,0.096,0.105,0,0,0,0,0.000,0,8.462,8,80,systems off,26.000,,26.429,26.955,27.336,26.792,17.600,0.200,289.281,0
255.189,765.954,0.101,0,0,0.000,0,0.101,0,0,766.054,0,510.764,0,0,981.557,-981.557,0,1203.718,437.664,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,562.490,75.947,437.664,16.000,52.789,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.191,0,0,0.097,0.105,0,0,0,0,0.000,0,9.514,8,85,systems off,26.000,,25.882,26.486,26.919,26.299,16.000,0.800,289.281,0
255.189,765.954,0.050,0,0,0.000,0,0.050,0,0,766.004,0,510.764,0,0,950.907,-950.907,0,1370.225,604.221,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,562.490,18.987,604.221,15.100,51.676,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.192,0,0,0.097,0.000,0,0,0,0,0.000,0,13.135,8,86,systems off,26.000,,25.789,26.173,26.520,26.054,15.100,1.500,289.281,0
255.189,765.954,0.050,0,0,0.000,0,0.050,0,0,766.004,0,510.764,0,0,931.790,-931.790,0,1377.604,611.600,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,562.490,18.987,611.600,14.500,50.957,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.192,0,0,0.097,0.000,0,0,0,0,0.000,0,13.296,8,88,systems off,26.000,,25.367,25.761,26.115,25.639,14.500,2.200,289.281,0
255.189,765.954,0.071,0,0,0.000,0,0.071,0,0,766.025,0,510.764,0,0,941.936,-940.455,0,1388.670,622.645,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,562.490,37.973,622.645,14.400,50.760,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.192,0,0,0.097,0.000,0,0,0,0,0.000,0,13.536,8,85,systems off,26.000,,24.995,25.376,25.719,25.258,14.400,1.700,289.281,0
255.189,765.954,0.310,0,0,0.000,0,0.310,0,0,766.264,0,510.764,0,0,972.836,-755.843,0,1809.000,1042.737,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,562.490,721.494,1042.737,15.200,51.027,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.192,0,0,0.097,0.000,0,0,0,0,0.000,0,22.668,8,78,systems off,26.000,,24.747,25.072,25.371,24.971,15.200,0.400,289.281,0
1015.581,2978.003,2.612,0,0,0.000,0,2.612,0,0,2980.615,0,1962.422,0,0,1046.359,578.199,0,5584.347,2603.733,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,449.992,1879.681,2603.733,16.200,52.244,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.191,0,0,0.077,0.000,0,0,0,0,0.000,0,56.603,6,71,systems off,26.000,,25.004,25.040,25.177,25.029,16.200,0.700,231.425,0
2031.162,5956.006,2.440,0,0,0.000,0,2.440,0,0,5958.446,0,3924.844,0,0,1125.190,3516.148,0,8222.960,2264.513,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,423.968,1641.406,2264.513,17.500,53.800,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.190,0,0,0.073,0.000,0,0,0,0,0.000,0,49.229,6,68,systems off,26.000,,25.691,25.314,25.222,25.431,17.500,0.300,218.041,0
1210.855,3616.827,2.331,0,0,0.000,0,2.331,0,0,3619.158,0,2405.972,0,0,1175.070,7029.386,0,5685.070,2065.911,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,397.945,1498.066,2065.911,18.700,55.058,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.189,0,0,0.068,0.000,0,0,0,0,0.000,0,44.911,5,64,systems off,26.000,,25.695,25.424,25.354,25.508,18.700,0.700,204.657,0
1471.220,4468.592,0.419,0,0,0.000,0,0.419,0,0,4469.011,0,2997.372,0,0,1232.186,10165.948,0,6278.995,1809.984,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,484.419,1316.751,1809.984,20.100,56.274,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.188,0,0,0.082,0.000,0,0,0,0,0.000,0,39.347,6,53,systems off,26.000,,26.347,25.865,25.665,26.015,20.100,0.900,249.130,0
1471.220,4468.592,0.423,0,0,0.000,0,0.423,0,0,4469.015,0,2997.372,0,0,1285.230,11788.186,0,6305.324,1836.309,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,570.893,1344.290,1836.309,21.400,57.725,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.188,0,0,0.096,0.000,0,0,0,0,0.000,0,39.920,8,49,systems off,26.000,,26.898,26.329,26.067,26.505,21.400,0.800,293.602,0
2161.345,6381.888,0.414,0,0,0.000,0,0.414,0,0,6382.303,0,4220.544,0,0,1323.098,11597.755,0,8130.829,1748.527,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,570.893,1287.330,1748.527,22.500,58.899,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.187,0,0,0.096,0.000,0,0,0,0,0.000,0,38.011,8,42,systems off,26.000,,27.701,26.918,26.544,27.161,22.500,1.300,293.602,0
2031.162,5956.006,0.435,0,0,0.000,0,0.435,0,0,5956.441,0,3924.844,0,0,1336.791,9561.476,0,7876.470,1920.029,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,510.443,1422.119,1920.029,23.400,59.743,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.186,0,0,0.086,0.000,0,0,0,0,0.000,0,41.740,7,40,systems off,26.000,,28.000,27.289,26.952,27.509,23.400,2.500,262.513,0
1210.855,3616.827,0.434,0,0,0.000,0,0.434,0,0,3617.260,0,2405.972,0,0,1358.164,6171.244,0,5523.299,1906.038,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,484.419,1411.685,1906.038,24.100,60.509,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.186,0,0,0.081,0.000,0,0,0,0,0.000,0,41.436,6,39,systems off,26.000,,27.791,27.373,27.186,27.502,24.100,3.700,249.130,0
1471.220,4468.592,0.382,0,0,0.000,0,0.382,0,0,4468.974,0,2997.372,0,0,1382.459,2427.314,0,5958.842,1489.867,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,570.893,1097.464,1489.867,24.600,61.040,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.186,0,0,0.095,0.000,0,0,0,0,0.000,0,32.388,8,37,systems off,26.000,,27.955,27.517,27.330,27.653,24.600,2.200,293.602,0
1471.220,4468.592,0.369,0,0,0.000,0,0.369,0,0,4468.961,0,2997.372,0,0,1385.820,-309.698,0,5859.777,1390.816,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,570.893,1021.517,1390.816,24.700,61.245,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.186,0,0,0.095,0.000,0,0,0,0,0.000,0,30.235,8,37,systems off,26.000,,27.905,27.527,27.381,27.644,24.700,1.700,293.602,0
2031.162,5956.006,0.337,0,0,0.000,0,0.337,0,0,5956.343,0,3924.844,0,0,1371.724,-1292.712,0,7126.167,1169.824,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,510.443,852.519,1169.824,24.600,60.997,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.186,0,0,0.085,0.000,0,0,0,0,0.000,0,25.431,7,36,systems off,26.000,,28.124,27.631,27.435,27.784,24.600,1.900,262.513,0
1966.071,5743.065,0.394,0,0,0.000,0,0.394,0,0,5743.459,0,3776.993,0,0,1342.265,-1342.265,0,7324.763,1581.304,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,536.466,1166.740,1581.304,24.000,60.557,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.186,0,0,0.090,0.000,0,0,0,0,0.000,0,34.376,7,40,systems off,26.000,,28.072,27.625,27.460,27.763,24.000,0.700,275.897,0
1966.071,5743.065,0.444,0,0,0.000,0,0.444,0,0,5743.509,0,3776.993,0,0,1294.707,-1294.707,0,7742.060,1998.552,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,449.992,1480.961,1998.552,23.200,59.663,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.186,0,0,0.076,0.000,0,0,0,0,0.000,0,43.447,6,43,systems off,26.000,,27.992,27.588,27.455,27.713,23.200,0.100,231.425,0
1966.071,5743.065,2.333,0,0,0.000,0,2.333,0,0,5745.397,0,3776.993,0,0,1229.371,-1229.371,0,7774.752,2029.354,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,449.992,1499.947,2029.354,22.100,58.384,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.187,0,0,0.076,0.000,0,0,0,0,0.000,0,44.116,6,44,systems off,26.000,,27.871,27.511,27.414,27.623,22.100,0.100,231.425,0
1015.581,2978.003,0.393,0,0,0.000,0,0.393,0,0,2978.396,0,1962.422,0,0,1194.465,-1194.465,0,4565.618,1587.222,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,449.992,1158.187,1587.222,21.000,57.633,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.188,0,0,0.076,0.000,0,0,0,0,0.000,0,34.505,6,43,systems off,26.000,,27.235,27.188,27.256,27.203,21.000,0.900,231.425,0
1015.581,2978.003,0.337,0,0,0.000,0,0.337,0,0,2978.340,0,1962.422,0,0,1103.228,-1103.228,0,4174.658,1196.318,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,562.490,854.400,1196.318,19.100,55.510,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.189,0,0,0.096,0.105,0,0,0,0,0.000,0,26.007,8,49,systems off,26.000,,26.624,26.821,27.019,26.760,19.100,1.900,289.281,0
1015.581,2978.003,0.251,0,0,0.000,0,0.251,0,0,2978.254,0,1962.422,0,0,1014.101,-1014.101,0,3692.018,713.764,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,562.490,474.667,713.764,17.200,53.331,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.190,0,0,0.096,0.105,0,0,0,0,0.000,0,15.517,8,54,systems off,26.000,,26.152,26.454,26.722,26.360,17.200,2.700,289.281,0
255.189,765.954,0.219,0,0,0.000,0,0.219,0,0,766.173,0,510.764,0,0,924.458,-924.458,0,1350.236,584.063,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,562.490,360.747,584.063,15.200,51.082,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.192,0,0,0.097,0.105,0,0,0,0,0.000,0,12.697,8,61,systems off,26.000,,25.243,25.860,26.301,25.669,15.200,0.600,289.281,0
255.189,765.954,0.141,0,0,0.000,0,0.141,0,0,766.095,0,510.764,0,0,891.266,-891.266,0,1166.773,400.678,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0.000,0.000,0.000,0.000,0,562.490,149.811,400.678,14.000,49.775,0,0,0,0,0,0,0,0,0,0,0.000,0.000,14,60,0.192,0,0,0.097,0.000,0,0,0,0,0.000,0,8.710,8,68,systems off,26.000,,25.118,25.524,25.886,25.398,14.000,0.400,289.281,0
