Eaf,Ealf,Eauxf,Eauxf_cs,Eauxf_fw,Eauxf_hs,Eauxf_ve,Eauxf_ww,Ecaf,Edataf,Ef,Ehs_lat_aux,Elf,Eprof,Eref,I_rad,I_sol,QCf,QEf,QHf,Qcdataf,Qcref,Qcs,Qcs_em_ls,Qcs_lat_sys,Qcs_sen,Qcs_sen_incl_em_ls,Qcs_sen_sys,Qcsf,Qcsf_lat,Qhprof,Qhs,Qhs_em_ls,Qhs_lat_sys,Qhs_sen,Qhs_sen_incl_em_ls,Qhs_sen_sys,Qhsf,Qhsf_lat,Qs,Qww,Qwwf,T_ext,T_sky,Ta_re_cs,Ta_re_hs,Ta_sup_cs,Ta_sup_hs,Tcdataf_re,Tcdataf_sup,Tcref_re,Tcref_sup,Tcsf_re,Tcsf_sup,Thsf_re,Thsf_sup,Twwf_re,Twwf_sup,m_ve_inf,m_ve_mech,m_ve_recirculation,m_ve_required,m_ve_window,ma_sup_cs,ma_sup_hs,mcpcsf,mcpdataf,mcphsf,mcpref,mcpwwf,people,rh_ext,system_status,ta_cs_set,ta_hs_set,theta_a,theta_c,theta_m,theta_o,theta_ve_mech,u_wind,ve,w_int
153.114,459.572,14.160,0,0,14.105,0,0.055,0,0,473.732,0,306.459,0,0,362.745,-362.745,0,21802.872,21329.139,0,0,0,0,0,0,0,0,0,0,0,18211.513,1817.592,0,18211.513,20029.105,18211.513,20584.960,0,337.494,24.765,744.180,-3.400,28.305,0,0,0,0,0,0,0,0,0,0,61.824,77.437,10,60,0.205,0,0,0.062,0.000,0,0,0,0,1318.446,0,14.884,4,82,Radiative heating,,20.502,20.502,17.129,15.997,18.175,-3.400,0.500,173.568,0
153.114,459.572,14.345,0,0,14.105,0,0.240,0,0,473.917,0,306.459,0,0,354.917,-354.917,0,22177.066,21703.148,0,0,0,0,0,0,0,0,0,0,0,18536.991,1829.406,0,18536.991,20366.398,18536.991,20933.170,0,337.494,470.539,769.978,-3.700,28.024,0,0,0,0,0,0,0,0,0,0,62.333,78.210,10,60,0.205,0,0,0.062,0.000,0,0,0,0,1318.446,0,15.400,4,86,Radiative heating,,20.502,20.502,17.065,15.909,18.130,-3.700,0.500,173.568,0
609.349,1786.802,14.493,0,0,14.105,0,0.388,0,0,1801.294,0,1177.453,0,0,349.135,-339.499,0,24186.921,22385.626,0,0,0,0,0,0,0,0,0,0,0,18218.971,1784.728,0,18218.971,20003.699,18218.971,20561.397,0,269.995,1225.879,1824.229,-3.900,27.800,0,0,0,0,0,0,0,0,0,0,61.789,77.385,10,60,0.205,0,0,0.050,0.000,0,0,0,0,1318.446,0,36.485,3,87,Radiative heating,,20.502,20.502,17.023,15.844,18.102,-3.900,1.200,138.855,0
1218.697,3573.604,14.467,0,0,14.105,0,0.362,0,0,3588.071,0,2354.906,0,0,348.062,-92.698,0,24953.227,21365.156,0,0,0,0,0,0,0,0,0,0,0,17516.616,1709.606,0,17516.616,19226.222,17516.616,19762.735,0,254.381,1070.482,1602.421,-4.000,27.729,0,0,0,0,0,0,0,0,0,0,60.612,75.601,10,60,0.205,0,0,0.047,0.000,0,0,0,0,1318.446,0,32.048,3,90,Radiative heating,,20.502,20.502,17.011,15.816,18.093,-4.000,1.700,130.825,0
726.513,2170.096,14.451,0,0,14.105,0,0.346,0,0,2184.547,0,1443.583,0,0,357.591,508.604,0,24074.327,21889.779,0,0,0,0,0,0,0,0,0,0,0,18088.917,1778.563,0,18088.917,19867.480,18088.917,20420.874,0,238.767,976.999,1468.905,-3.800,27.979,0,0,0,0,0,0,0,0,0,0,61.583,77.072,10,60,0.205,0,0,0.044,0.000,0,0,0,0,1318.446,0,29.378,3,90,Radiative heating,,20.502,20.502,16.994,15.793,18.082,-3.800,3.500,122.794,0
882.732,2681.155,14.430,0,0,14.105,0,0.324,0,0,2695.585,0,1798.423,0,0,407.405,985.900,0,23502.133,20806.548,0,0,0,0,0,0,0,0,0,0,0,17178.931,1809.970,0,17178.931,18988.901,17178.931,19509.113,0,290.651,858.751,1297.435,-2.000,29.314,0,0,0,0,0,0,0,0,0,0,60.235,75.032,10,60,0.204,0,0,0.053,0.000,0,0,0,0,1318.446,0,25.949,4,80,Radiative heating,,20.502,20.502,17.050,15.839,18.120,-2.000,3.800,149.478,0
882.732,2681.155,14.433,0,0,14.105,0,0.328,0,0,2695.588,0,1798.423,0,0,460.813,981.243,0,22992.202,20296.614,0,0,0,0,0,0,0,0,0,0,0,16635.780,1840.557,0,16635.780,18476.337,16635.780,18976.856,0,342.536,876.711,1319.758,-0.800,30.780,0,0,0,0,0,0,0,0,0,0,59.440,73.833,10,60,0.203,0,0,0.063,0.000,0,0,0,0,1318.446,0,26.395,4,77,Radiative heating,,20.502,20.502,17.113,15.910,18.163,-0.800,2.900,176.161,0
1296.807,3829.133,14.426,0,0,14.105,0,0.321,0,0,3843.559,0,2532.326,0,0,508.635,365.613,0,23014.158,19170.599,0,0,0,0,0,0,0,0,0,0,0,15619.376,1819.248,0,15619.376,17438.625,15619.376,17905.700,0,342.536,839.563,1264.899,0.400,32.074,0,0,0,0,0,0,0,0,0,0,57.820,71.401,10,60,0.202,0,0,0.062,0.000,0,0,0,0,1318.446,0,25.298,4,72,Radiative heating,,20.502,20.502,17.192,16.001,18.218,0.400,2.000,176.161,0
1218.697,3573.604,14.442,0,0,14.105,0,0.337,0,0,3588.046,0,2354.906,0,0,543.197,-332.009,0,22874.856,19286.810,0,0,0,0,0,0,0,0,0,0,0,15600.105,1833.118,0,15600.105,17433.223,15600.105,17899.265,0,306.266,927.469,1387.545,0.600,33.025,0,0,0,0,0,0,0,0,0,0,57.810,71.386,10,60,0.202,0,0,0.056,0.000,0,0,0,0,1318.446,0,27.751,4,77,Radiative heating,,20.502,20.502,17.233,16.064,18.247,0.600,1.300,157.508,0
726.513,2170.096,14.441,0,0,14.105,0,0.336,0,0,2184.537,0,1443.583,0,0,527.422,-522.359,0,22236.550,20052.013,0,0,0,0,0,0,0,0,0,0,0,16302.726,1882.295,0,16302.726,18185.021,16302.726,18673.015,0,290.651,920.664,1378.998,0.200,32.670,0,0,0,0,0,0,0,0,0,0,58.983,73.146,10,60,0.202,0,0,0.053,0.000,0,0,0,0,1318.446,0,27.580,4,75,Radiative heating,,20.502,20.502,17.236,16.084,18.249,0.200,2.200,149.478,0
882.732,2681.155,14.401,0,0,14.105,0,0.296,0,0,2695.557,0,1798.423,0,0,491.698,-491.698,0,22307.473,19611.917,0,0,0,0,0,0,0,0,0,0,0,16213.392,1816.577,0,16213.392,18029.970,16213.392,18517.019,0,342.536,715.737,1094.898,-0.500,31.764,0,0,0,0,0,0,0,0,0,0,58.747,72.792,10,60,0.203,0,0,0.063,0.000,0,0,0,0,1318.446,0,21.898,4,74,Radiative heating,,20.502,20.502,17.237,16.094,18.249,-0.500,2.900,176.161,0
882.732,2681.155,14.391,0,0,14.105,0,0.286,0,0,2695.546,0,1798.423,0,0,475.680,-475.680,0,22270.214,19574.667,0,0,0,0,0,0,0,0,0,0,0,16252.994,1805.745,0,16252.994,18058.739,16252.994,18547.485,0,342.536,666.207,1027.182,-0.700,31.353,0,0,0,0,0,0,0,0,0,0,58.793,72.861,10,60,0.203,0,0,0.063,0.000,0,0,0,0,1318.446,0,20.544,4,75,Radiative heating,,20.502,20.502,17.238,16.098,18.250,-0.700,2.400,176.161,0
1218.697,3573.604,14.366,0,0,14.105,0,0.261,0,0,3587.970,0,2354.906,0,0,454.325,-454.325,0,22736.721,19148.751,0,0,0,0,0,0,0,0,0,0,0,16052.559,1732.627,0,16052.559,17785.186,16052.559,18269.702,0,306.266,555.990,879.049,-1.400,30.799,0,0,0,0,0,0,0,0,0,0,58.373,72.230,10,60,0.203,0,0,0.056,0.000,0,0,0,0,1318.446,0,17.581,4,81,Radiative heating,,20.502,20.502,17.233,16.097,18.246,-1.400,3.200,157.508,0
1179.643,3445.839,14.411,0,0,14.105,0,0.305,0,0,3460.249,0,2266.196,0,0,430.038,-430.038,0,23135.554,19675.305,0,0,0,0,0,0,0,0,0,0,0,16303.229,1717.706,0,16303.229,18020.935,16303.229,18514.629,0,321.880,760.917,1160.676,-2.000,30.155,0,0,0,0,0,0,0,0,0,0,58.744,72.787,10,60,0.204,0,0,0.059,0.000,0,0,0,0,1318.446,0,23.214,4,86,Radiative heating,,20.502,20.502,17.214,16.080,18.233,-2.000,1.300,165.538,0
1179.643,3445.839,14.449,0,0,14.105,0,0.344,0,0,3460.288,0,2266.196,0,0,435.111,-435.111,0,23441.000,19980.712,0,0,0,0,0,0,0,0,0,0,0,16307.658,1731.945,0,16307.658,18039.603,16307.658,18532.889,0,269.995,965.844,1447.823,-1.800,30.270,0,0,0,0,0,0,0,0,0,0,58.771,72.828,10,60,0.204,0,0,0.050,0.000,0,0,0,0,1318.446,0,28.956,3,80,Radiative heating,,20.502,20.502,17.208,16.069,18.229,-1.800,1.300,138.855,0
1179.643,3445.839,14.451,0,0,14.105,0,0.346,0,0,3460.290,0,2266.196,0,0,448.985,-448.985,0,23428.805,19968.515,0,0,0,0,0,0,0,0,0,0,0,16270.175,1741.926,0,16270.175,18012.100,16270.175,18503.716,0,269.995,978.226,1464.799,-1.600,30.629,0,0,0,0,0,0,0,0,0,0,58.727,72.762,10,60,0.204,0,0,0.049,0.000,0,0,0,0,1318.446,0,29.296,3,85,Radiative heating,,20.502,20.502,17.207,16.064,18.229,-1.600,0.500,138.855,0
609.349,1786.802,14.409,0,0,14.105,0,0.304,0,0,1801.211,0,1177.453,0,0,457.592,-457.592,0,22318.225,20517.013,0,0,0,0,0,0,0,0,0,0,0,17015.275,1836.538,0,17015.275,18851.813,17015.275,19365.386,0,269.995,755.339,1151.627,-1.400,30.853,0,0,0,0,0,0,0,0,0,0,60.021,74.709,10,60,0.203,0,0,0.049,0.000,0,0,0,0,1318.446,0,23.033,3,84,Radiative heating,,20.502,20.502,17.186,16.040,18.214,-1.400,0.200,138.855,0
609.349,1786.802,14.366,0,0,14.105,0,0.261,0,0,1801.168,0,1177.453,0,0,469.077,-469.077,0,22010.968,20209.799,0,0,0,0,0,0,0,0,0,0,0,16970.968,1846.800,0,16970.968,18817.768,16970.968,19329.455,0,337.494,557.218,880.345,-1.200,31.131,0,0,0,0,0,0,0,0,0,0,59.967,74.628,10,60,0.203,0,0,0.062,0.000,0,0,0,0,1318.446,0,17.607,4,85,Radiative heating,,20.502,20.502,17.178,16.025,18.209,-1.200,3.200,173.568,0
609.349,1786.802,14.300,0,0,14.105,0,0.195,0,0,1801.102,0,1177.453,0,0,475.404,-475.404,0,21683.008,19881.906,0,0,0,0,0,0,0,0,0,0,0,16942.940,1859.017,0,16942.940,18801.957,16942.940,19312.256,0,337.494,309.565,569.650,-1.000,31.287,0,0,0,0,0,0,0,0,0,0,59.941,74.589,10,60,0.203,0,0,0.062,0.000,0,0,0,0,1318.446,0,11.393,4,81,Radiative heating,,20.502,20.502,17.175,16.016,18.206,-1.000,1.500,173.568,0
153.114,459.572,14.275,0,0,14.105,0,0.170,0,0,473.847,0,306.459,0,0,488.978,-488.978,0,20975.550,20501.703,0,0,0,0,0,0,0,0,0,0,0,17538.603,1940.444,0,17538.603,19479.047,17538.603,20006.730,0,337.494,235.270,494.974,-0.800,31.633,0,0,0,0,0,0,0,0,0,0,60.973,76.147,10,60,0.203,0,0,0.062,0.000,0,0,0,0,1318.446,0,9.899,4,85,Radiative heating,,20.502,20.502,17.156,15.994,18.193,-0.800,1.500,173.568,0
153.114,459.572,14.215,0,0,14.105,0,0.110,0,0,473.788,0,306.459,0,0,496.306,-496.306,0,20953.327,20479.540,0,0,0,0,0,0,0,0,0,0,0,17528.013,1955.601,0,17528.013,19483.614,17528.013,20010.427,0,337.494,99.061,469.112,-0.600,31.802,0,0,0,0,0,0,0,0,0,0,60.978,76.156,10,60,0.203,0,0,0.062,0.000,0,0,0,0,1318.446,0,9.382,4,81,Radiative heating,,20.502,20.502,17.148,15.979,18.188,-0.600,0.900,173.568,0
153.114,459.572,14.183,0,0,14.105,0,0.078,0,0,473.755,0,306.459,0,0,511.385,-511.385,0,21071.021,20597.266,0,0,0,0,0,0,0,0,0,0,0,17467.670,1973.799,0,17467.670,19441.469,17467.670,19965.657,0,337.494,49.530,631.609,-0.300,32.179,0,0,0,0,0,0,0,0,0,0,60.912,76.055,10,60,0.203,0,0,0.062,0.000,0,0,0,0,1318.446,0,12.632,4,81,Radiative heating,,20.502,20.502,17.147,15.973,18.187,-0.300,1.500,173.568,0
153.114,459.572,14.144,0,0,14.105,0,0.039,0,0,473.716,0,306.459,0,0,519.592,-519.592,0,21143.739,20670.022,0,0,0,0,0,0,0,0,0,0,0,17451.359,1980.401,0,17451.359,19431.760,17451.359,19955.190,0,337.494,12.383,714.832,-0.200,32.386,0,0,0,0,0,0,0,0,0,0,60.897,76.032,10,60,0.202,0,0,0.062,0.000,0,0,0,0,1318.446,0,14.297,4,85,Radiative heating,,20.502,20.502,17.146,15.969,18.186,-0.200,1.200,173.568,0
153.114,459.572,14.144,0,0,14.105,0,0.039,0,0,473.716,0,306.459,0,0,530.241,-530.241,0,21064.868,20591.152,0,0,0,0,0,0,0,0,0,0,0,17361.580,1995.853,0,17361.580,19357.433,17361.580,19877.382,0,337.494,12.383,713.770,0.100,32.654,0,0,0,0,0,0,0,0,0,0,60.782,75.858,10,60,0.202,0,0,0.061,0.000,0,0,0,0,1318.446,0,14.275,4,80,Radiative heating,,20.502,20.502,17.152,15.973,18.190,0.100,1.700,173.568,0
153.114,459.572,14.160,0,0,14.105,0,0.055,0,0,473.732,0,306.459,0,0,548.274,-548.274,0,20984.904,20511.171,0,0,0,0,0,0,0,0,0,0,0,17254.838,2009.737,0,17254.838,19264.575,17254.838,19780.556,0,337.494,24.765,730.615,0.400,33.112,0,0,0,0,0,0,0,0,0,0,60.638,75.641,10,60,0.202,0,0,0.061,0.000,0,0,0,0,1318.446,0,14.612,4,84,Radiative heating,,20.502,20.502,17.163,15.984,18.198,0.400,2.400,173.568,0
153.114,459.572,14.345,0,0,14.105,0,0.240,0,0,473.917,0,306.459,0,0,553.975,-553.975,0,20959.464,20485.547,0,0,0,0,0,0,0,0,0,0,0,17196.401,2011.773,0,17196.401,19208.174,17196.401,19722.155,0,337.494,470.539,763.392,0.500,33.265,0,0,0,0,0,0,0,0,0,0,60.551,75.510,10,60,0.202,0,0,0.061,0.000,0,0,0,0,1318.446,0,15.268,4,85,Radiative heating,,20.502,20.502,17.172,15.996,18.204,0.500,3.500,173.568,0
609.349,1786.802,14.493,0,0,14.105,0,0.388,0,0,1801.294,0,1177.453,0,0,562.615,-552.523,0,22550.916,20749.622,0,0,0,0,0,0,0,0,0,0,0,16500.084,1947.507,0,16500.084,18447.591,16500.084,18940.280,0,269.995,1225.879,1809.342,0.700,33.489,0,0,0,0,0,0,0,0,0,0,59.385,73.750,10,60,0.202,0,0,0.049,0.000,0,0,0,0,1318.446,0,36.187,3,84,Radiative heating,,20.502,20.502,17.202,16.029,18.225,0.700,4.500,138.855,0
1218.697,3573.604,14.467,0,0,14.105,0,0.362,0,0,3588.071,0,2354.906,0,0,566.457,-301.628,0,22962.646,19374.575,0,0,0,0,0,0,0,0,0,0,0,15487.533,1836.174,0,15487.533,17323.707,15487.533,17785.938,0,254.381,1070.482,1588.637,0.800,33.615,0,0,0,0,0,0,0,0,0,0,57.637,71.127,10,60,0.202,0,0,0.046,0.000,0,0,0,0,1318.446,0,31.773,3,84,Radiative heating,,20.502,20.502,17.256,16.094,18.262,0.800,8.900,130.825,0
726.513,2170.096,14.451,0,0,14.105,0,0.346,0,0,2184.547,0,1443.583,0,0,594.920,303.558,0,21720.481,19535.933,0,0,0,0,0,0,0,0,0,0,0,15700.762,1912.800,0,15700.762,17613.562,15700.762,18080.834,0,238.767,976.999,1455.099,1.400,34.369,0,0,0,0,0,0,0,0,0,0,58.086,71.800,10,60,0.201,0,0,0.043,0.000,0,0,0,0,1318.446,0,29.102,3,84,Radiative heating,,20.502,20.502,17.307,16.162,18.297,1.400,6.400,122.794,0
882.732,2681.155,3.027,0,0,2.702,0,0.324,0,0,2684.182,0,1798.423,0,0,630.357,821.317,0,21198.827,18514.645,0,0,0,0,0,0,0,0,0,0,0,14900.703,1884.644,0,14900.703,16785.347,14900.703,17227.225,0,290.651,858.751,1287.420,2.200,35.278,0,0,0,0,0,0,0,0,0,0,56.780,69.846,10,60,0.201,0,0,0.053,0.000,0,0,0,0,1318.446,0,25.748,4,80,Radiative heating,,20.502,20.502,17.391,16.266,18.356,2.200,2.900,149.478,0
882.732,2681.155,3.030,0,0,2.702,0,0.328,0,0,2684.185,0,1798.423,0,0,695.877,823.505,0,20485.677,17801.491,0,0,0,0,0,0,0,0,0,0,0,14156.269,1918.695,0,14156.269,16074.964,14156.269,16492.405,0,342.536,876.711,1309.086,3.600,36.917,0,0,0,0,0,0,0,0,0,0,55.640,68.149,10,60,0.200,0,0,0.062,0.000,0,0,0,0,1318.446,0,26.182,4,80,Radiative heating,,20.502,20.502,17.495,16.393,18.427,3.600,2.600,176.161,0
1296.807,3829.133,3.023,0,0,2.702,0,0.321,0,0,3832.156,0,2532.326,0,0,725.927,220.634,0,20381.965,16549.809,0,0,0,0,0,0,0,0,0,0,0,13039.263,1872.656,0,13039.263,14911.919,13039.263,15294.978,0,342.536,839.563,1254.831,4.700,37.718,0,0,0,0,0,0,0,0,0,0,53.752,65.353,10,60,0.199,0,0,0.061,0.000,0,0,0,0,1318.446,0,25.097,4,58,Radiative heating,,20.502,20.502,17.606,16.532,18.504,4.700,2.000,176.161,0
1218.697,3573.604,3.039,0,0,2.702,0,0.337,0,0,3576.643,0,2354.906,0,0,771.887,-527.710,0,19759.102,16182.459,0,0,0,0,0,0,0,0,0,0,0,12490.986,1952.650,0,12490.986,14443.636,12490.986,14809.144,0,306.266,927.469,1373.315,6.200,38.880,0,0,0,0,0,0,0,0,0,0,52.975,64.207,10,60,0.198,0,0,0.055,0.000,0,0,0,0,1318.446,0,27.466,4,47,Radiative heating,,20.502,20.502,17.712,16.668,18.577,6.200,3.800,157.508,0
726.513,2170.096,3.038,0,0,2.702,0,0.336,0,0,2173.134,0,1443.583,0,0,812.142,-804.792,0,18615.843,16442.709,0,0,0,0,0,0,0,0,0,0,0,12638.095,2073.500,0,12638.095,14711.595,12638.095,15080.885,0,290.651,920.664,1361.825,7.000,39.891,0,0,0,0,0,0,0,0,0,0,53.411,64.849,10,60,0.197,0,0,0.052,0.000,0,0,0,0,1318.446,0,27.236,4,44,Radiative heating,,20.502,20.502,17.792,16.781,18.632,7.000,3.500,149.478,0
882.732,2681.155,2.998,0,0,2.702,0,0.296,0,0,2684.154,0,1798.423,0,0,819.053,-819.053,0,18224.404,15540.250,0,0,0,0,0,0,0,0,0,0,0,12128.539,1977.654,0,12128.539,14106.193,12128.539,14460.646,0,342.536,715.737,1079.604,6.900,40.125,0,0,0,0,0,0,0,0,0,0,52.413,63.381,10,60,0.197,0,0,0.061,0.000,0,0,0,0,1318.446,0,21.592,4,46,Radiative heating,,20.502,20.502,17.866,16.886,18.683,6.900,2.400,176.161,0
882.732,2681.155,2.988,0,0,2.702,0,0.286,0,0,2684.143,0,1798.423,0,0,773.376,-773.376,0,18054.674,15370.531,0,0,0,0,0,0,0,0,0,0,0,12118.652,1883.335,0,12118.652,14001.988,12118.652,14356.677,0,342.536,666.207,1013.855,6.100,39.174,0,0,0,0,0,0,0,0,0,0,52.244,63.133,10,60,0.198,0,0,0.061,0.000,0,0,0,0,1318.446,0,20.277,4,47,Radiative heating,,20.502,20.502,17.909,16.961,18.712,6.100,2.200,176.161,0
1218.697,3573.604,2.963,0,0,2.702,0,0.261,0,0,3576.567,0,2354.906,0,0,752.431,-752.431,0,18190.876,14614.310,0,0,0,0,0,0,0,0,0,0,0,11639.214,1767.368,0,11639.214,13406.582,11639.214,13747.555,0,306.266,555.990,866.755,5.700,38.740,0,0,0,0,0,0,0,0,0,0,51.250,61.677,10,60,0.198,0,0,0.055,0.000,0,0,0,0,1318.446,0,17.335,4,49,Radiative heating,,20.502,20.502,17.955,17.030,18.744,5.700,3.200,157.508,0
1179.643,3445.839,3.007,0,0,2.702,0,0.305,0,0,3448.846,0,2266.196,0,0,722.410,-722.410,0,18365.857,14917.011,0,0,0,0,0,0,0,0,0,0,0,11709.234,1718.904,0,11709.234,13428.138,11709.234,13771.713,0,321.880,760.917,1145.298,5.100,38.097,0,0,0,0,0,0,0,0,0,0,51.290,61.735,10,60,0.199,0,0,0.058,0.000,0,0,0,0,1318.446,0,22.906,4,51,Radiative heating,,20.502,20.502,17.979,17.075,18.761,5.100,1.700,165.538,0
1179.643,3445.839,3.046,0,0,2.702,0,0.344,0,0,3448.885,0,2266.196,0,0,710.481,-710.481,0,18637.812,15188.928,0,0,0,0,0,0,0,0,0,0,0,11721.620,1692.593,0,11721.620,13414.213,11721.620,13758.457,0,269.995,965.844,1430.471,4.800,37.845,0,0,0,0,0,0,0,0,0,0,51.268,61.704,10,60,0.199,0,0,0.048,0.000,0,0,0,0,1318.446,0,28.609,3,55,Radiative heating,,20.502,20.502,17.998,17.107,18.774,4.800,1.000,138.855,0
1179.643,3445.839,3.048,0,0,2.702,0,0.346,0,0,3448.887,0,2266.196,0,0,689.903,-689.903,0,18675.067,15226.180,0,0,0,0,0,0,0,0,0,0,0,11768.204,1663.072,0,11768.204,13431.276,11768.204,13777.327,0,269.995,978.226,1448.853,4.400,37.383,0,0,0,0,0,0,0,0,0,0,51.299,61.749,10,60,0.199,0,0,0.048,0.000,0,0,0,0,1318.446,0,28.977,3,57,Radiative heating,,20.502,20.502,18.007,17.127,18.780,4.400,1.000,138.855,0
609.349,1786.802,3.006,0,0,2.702,0,0.304,0,0,1789.808,0,1177.453,0,0,672.265,-672.265,0,17697.419,15907.611,0,0,0,0,0,0,0,0,0,0,0,12645.527,1749.730,0,12645.527,14395.258,12645.527,14767.613,0,269.995,755.339,1139.998,4.000,36.977,0,0,0,0,0,0,0,0,0,0,52.908,64.109,10,60,0.199,0,0,0.048,0.000,0,0,0,0,1318.446,0,22.800,3,59,Radiative heating,,20.502,20.502,17.984,17.111,18.765,4.000,0.400,138.855,0
609.349,1786.802,2.963,0,0,2.702,0,0.261,0,0,1789.765,0,1177.453,0,0,657.223,-657.223,0,17545.307,15755.542,0,0,0,0,0,0,0,0,0,0,0,12775.281,1731.520,0,12775.281,14506.802,12775.281,14883.521,0,337.494,557.218,872.021,3.600,36.599,0,0,0,0,0,0,0,0,0,0,53.094,64.383,10,60,0.200,0,0,0.061,0.000,0,0,0,0,1318.446,0,17.440,4,63,Radiative heating,,20.502,20.502,17.965,17.088,18.751,3.600,0.200,173.568,0
609.349,1786.802,2.897,0,0,2.702,0,0.195,0,0,1789.699,0,1177.453,0,0,637.567,-637.567,0,17416.206,15626.508,0,0,0,0,0,0,0,0,0,0,0,12958.578,1721.152,0,12958.578,14679.730,12958.578,15062.436,0,337.494,309.565,564.072,3.200,36.110,0,0,0,0,0,0,0,0,0,0,53.381,64.805,10,60,0.200,0,0,0.061,0.000,0,0,0,0,1318.446,0,11.281,4,64,Radiative heating,,20.502,20.502,17.940,17.059,18.734,3.200,0.100,173.568,0
153.114,459.572,2.872,0,0,2.702,0,0.170,0,0,462.444,0,306.459,0,0,618.858,-618.858,0,16954.828,16492.384,0,0,0,0,0,0,0,0,0,0,0,13797.373,1796.542,0,13797.373,15593.915,13797.373,16002.044,0,337.494,235.270,490.340,2.800,35.634,0,0,0,0,0,0,0,0,0,0,54.872,67.009,10,60,0.200,0,0,0.061,0.000,0,0,0,0,1318.446,0,9.807,4,65,Radiative heating,,20.502,20.502,17.892,17.004,18.701,2.800,0.300,173.568,0
153.114,459.572,2.812,0,0,2.702,0,0.109,0,0,462.384,0,306.459,0,0,549.659,-549.659,0,17520.760,17058.376,0,0,0,0,0,0,0,0,0,0,0,14413.656,1747.958,0,14413.656,16161.614,14413.656,16590.779,0,337.494,97.703,467.597,1.300,33.887,0,0,0,0,0,0,0,0,0,0,55.794,68.377,10,60,0.201,0,0,0.061,0.000,0,0,0,0,1318.446,0,9.352,4,69,Radiative heating,,20.502,20.502,17.818,16.921,18.650,1.300,0.100,173.568,0
153.114,459.572,2.818,0,0,2.702,0,0.116,0,0,462.390,0,306.459,0,0,472.933,-472.933,0,18252.649,17790.259,0,0,0,0,0,0,0,0,0,0,0,15170.511,1706.948,0,15170.511,16877.459,15170.511,17332.945,0,337.494,109.915,457.314,-0.400,31.863,0,0,0,0,0,0,0,0,0,0,56.943,70.089,10,60,0.203,0,0,0.062,0.000,0,0,0,0,1318.446,0,9.146,4,73,Radiative heating,,20.502,20.502,17.720,16.806,18.583,-0.400,0.100,173.568,0
153.114,459.572,14.192,0,0,14.105,0,0.086,0,0,473.764,0,306.459,0,0,396.401,-396.401,0,19217.870,18744.106,0,0,0,0,0,0,0,0,0,0,0,16007.367,1679.855,0,16007.367,17687.222,16007.367,18172.225,0,337.494,61.064,571.881,-2.100,29.744,0,0,0,0,0,0,0,0,0,0,58.225,72.008,10,60,0.204,0,0,0.062,0.000,0,0,0,0,1318.446,0,11.438,4,73,Radiative heating,,20.502,20.502,17.604,16.665,18.502,-2.100,0.200,173.568,0
153.114,459.572,14.160,0,0,14.105,0,0.055,0,0,473.732,0,306.459,0,0,357.112,-357.112,0,20094.796,19621.064,0,0,0,0,0,0,0,0,0,0,0,16685.702,1684.340,0,16685.702,18370.042,16685.702,18878.449,0,337.494,24.426,742.615,-3.100,28.559,0,0,0,0,0,0,0,0,0,0,59.292,73.611,10,60,0.205,0,0,0.062,0.000,0,0,0,0,1318.446,0,14.852,4,76,Radiative heating,,20.502,20.502,17.490,16.516,18.424,-3.100,0.900,173.568,0
153.114,459.572,14.160,0,0,14.105,0,0.055,0,0,473.732,0,306.459,0,0,323.033,-323.033,0,20796.275,20322.543,0,0,0,0,0,0,0,0,0,0,0,17351.739,1693.514,0,17351.739,19045.253,17351.739,19576.716,0,337.494,24.426,745.827,-4.000,27.500,0,0,0,0,0,0,0,0,0,0,60.335,75.184,10,60,0.205,0,0,0.062,0.000,0,0,0,0,1318.446,0,14.917,4,79,Radiative heating,,20.502,20.502,17.375,16.363,18.344,-4.000,0.800,173.568,0
153.114,459.572,14.228,0,0,14.105,0,0.122,0,0,473.800,0,306.459,0,0,294.060,-294.060,0,21187.246,20713.447,0,0,0,0,0,0,0,0,0,0,0,17997.116,1706.230,0,17997.116,19703.346,17997.116,20257.190,0,337.494,122.128,456.256,-4.800,26.566,0,0,0,0,0,0,0,0,0,0,61.342,76.707,10,60,0.206,0,0,0.063,0.000,0,0,0,0,1318.446,0,9.125,4,82,Radiative heating,,20.502,20.502,17.259,16.208,18.264,-4.800,1.700,173.568,0
609.349,1786.802,14.310,0,0,14.105,0,0.205,0,0,1801.112,0,1177.453,0,0,269.428,-258.849,0,22647.889,20846.777,0,0,0,0,0,0,0,0,0,0,0,18011.693,1665.893,0,18011.693,19677.585,18011.693,20234.216,0,269.995,341.959,612.561,-5.500,25.743,0,0,0,0,0,0,0,0,0,0,61.308,76.656,10,60,0.207,0,0,0.050,0.000,0,0,0,0,1318.446,0,12.251,3,84,Radiative heating,,20.502,20.502,17.162,16.072,18.198,-5.500,2.000,138.855,0
