17675.573,23.525
17470.750,23.525
17287.426,23.525
17124.256,23.525
16105.272,23.525
14712.976,23.525
15353.420,23.525
14436.524,23.525
13826.689,23.525
12504.328,23.525
12217.628,23.525
12817.231,23.525
12155.695,23.525
11945.797,23.525
11249.453,23.525
11207.110,23.525
11181.818,23.525
11155.798,23.525
12309.226,23.525
12363.295,23.525
12516.586,23.525
13580.211,23.525
13835.466,23.525
14134.274,23.525
14481.070,23.525
14731.249,23.525
15006.334,23.525
15286.196,23.525
14709.264,23.525
13736.660,23.525
14724.799,23.525
14192.907,23.525
13972.830,23.525
13033.974,23.525
13110.309,23.525
13966.897,23.525
13580.556,23.525
13642.052,23.525
13206.796,23.525
13336.659,23.525
13481.099,23.525
13580.062,23.525
14829.313,23.525
14970.248,23.525
15190.847,23.525
16281.620,23.525
16493.092,23.525
16670.074,23.525
16834.026,23.525
16985.808,23.525
17126.236,23.525
17256.036,23.525
16543.930,23.525
15531.761,23.525
16517.305,23.525
16006.688,23.525
15487.377,23.525
13919.820,23.525
13499.318,23.525
14385.111,23.525
14249.109,23.525
14236.854,23.525
13171.134,23.525
13065.520,23.525
13010.669,23.525
12972.578,23.525
14100.857,23.525
14112.389,23.525
14182.526,23.525
15181.705,23.525
15372.568,23.525
15647.072,23.525
15824.394,23.525
15976.929,23.525
16148.502,23.525
16344.175,23.525
15658.174,23.525
14647.054,23.525
15645.271,23.525
15389.314,23.525
15111.927,23.525
13927.004,23.525
13911.284,23.525
15137.102,23.525
15230.295,23.525
15332.670,23.525
14292.511,23.525
14323.697,23.525
14417.863,23.525
14549.908,23.525
15728.307,23.525
15865.636,23.525
16108.746,23.525
17324.352,23.525
17380.310,23.525
17572.404,23.525
17756.422,23.525
17932.687,23.525
18077.216,23.525
18210.965,23.525
17505.423,23.525
16422.416,23.525
17304.729,23.525
16727.483,23.525
16442.288,23.525
15426.906,23.525
15420.515,23.525
16211.597,23.525
15749.581,23.525
15708.688,23.525
15167.337,23.525
15256.646,23.525
15320.696,23.525
15389.360,23.525
16559.787,23.525
16704.093,23.525
16864.357,23.525
18014.965,23.525
18209.179,23.525
18497.398,23.525
18796.181,23.525
19052.816,23.525
19309.308,23.525
19565.737,23.525
18973.999,23.525
17971.707,23.525
18850.748,23.525
18181.931,23.525
17746.093,23.525
16709.594,23.525
16646.535,23.525
17450.487,23.525
17061.200,23.525
17123.886,23.525
16708.307,23.525
16823.496,23.525
16904.527,23.525
16983.472,23.525
18147.270,23.525
18261.802,23.525
18406.155,23.525
19454.428,23.525
19608.655,23.525
19751.666,23.525
19884.037,23.525
20006.166,23.525
20119.749,23.525
20224.882,23.525
19472.699,23.525
18342.754,23.525
19059.753,23.525
18304.300,23.525
17827.497,23.525
16439.558,23.525
16187.741,23.525
17048.775,23.525
16563.468,23.525
16494.789,23.525
15967.725,23.525
15991.446,23.525
16013.800,23.525
16018.026,23.525
17172.187,23.525
17231.649,23.525
17351.857,23.525
18363.588,23.525
18632.346,23.525
18920.188,23.525
19251.325,23.525
19498.854,23.525
19747.478,23.525
20022.766,23.525
19429.864,23.525
18443.583,23.525
