204.151,408.612,420.420,7.900,6,74,50.000,22.872,0.000
204.151,408.612,507.885,7.700,6,75,50.000,22.872,0.000
204.151,408.612,664.041,7.500,6,73,50.000,22.872,0.000
204.151,408.612,664.395,7.400,6,73,50.000,22.872,0.000
204.151,408.612,688.050,7.300,6,72,50.000,22.872,0.000
204.151,408.612,945.372,7.200,6,73,50.000,22.872,0.000
812.465,1569.937,2334.834,7.200,5,72,50.000,22.872,0.000
1624.930,3139.875,2045.699,7.100,4,71,50.000,22.872,22.290
968.684,1924.778,1871.269,7.300,4,71,50.000,22.872,281.408
1176.976,2397.898,1648.290,8.600,5,66,50.000,22.872,683.356
1176.976,2397.898,1677.700,9.800,6,57,50.000,22.872,822.935
1729.076,3376.435,1606.350,10.800,6,54,50.000,22.872,468.328
1624.930,3139.875,1765.723,11.500,5,52,50.000,22.872,85.932
968.684,1924.778,1752.234,11.800,5,50,50.000,22.872,0.378
1176.976,2397.898,1377.417,11.700,6,51,50.000,22.872,0.000
1176.976,2397.898,1288.407,11.300,6,54,50.000,22.872,0.000
1624.930,3139.875,1091.282,10.500,5,58,50.000,22.872,0.000
1572.857,3021.595,1464.443,10.000,6,60,50.000,22.872,0.000
1572.857,3021.595,1843.129,9.500,5,60,50.000,22.872,0.000
1572.857,3021.595,1867.729,9.000,5,62,50.000,22.872,0.000
812.465,1569.937,1458.320,8.500,5,63,50.000,22.872,0.000
812.465,1569.937,1098.800,8.000,6,62,50.000,22.872,0.000
812.465,1569.937,668.412,7.400,6,58,50.000,22.872,0.000
204.151,408.612,552.943,6.900,6,61,50.000,22.872,0.000
204.151,408.612,422.791,6.300,6,62,50.000,22.872,0.000
204.151,408.612,512.658,5.600,6,63,50.000,22.872,0.000
204.151,408.612,673.624,4.800,6,66,50.000,22.872,0.000
204.151,408.612,674.688,4.500,6,67,50.000,22.872,0.000
204.151,408.612,699.537,4.100,6,69,50.000,22.872,0.000
204.151,408.612,951.944,3.700,6,71,50.000,22.872,0.000
812.465,1569.937,2350.834,3.400,5,71,50.000,22.872,0.000
1624.930,3139.875,2060.557,3.100,4,69,50.000,22.872,1.626
968.684,1924.778,1885.283,3.200,4,68,50.000,22.872,61.777
1176.976,2397.898,1661.692,4.200,5,69,50.000,22.872,207.165
1176.976,2397.898,1692.591,5.000,6,67,50.000,22.872,253.745
1729.076,3376.435,1621.877,5.600,6,67,50.000,22.872,122.182
1624.930,3139.875,1784.315,5.800,5,65,50.000,22.872,12.277
968.684,1924.778,1771.027,6.000,5,64,50.000,22.872,0.000
1176.976,2397.898,1392.253,6.000,6,68,50.000,22.872,0.000
1176.976,2397.898,1302.381,5.600,6,71,50.000,22.872,0.000
1624.930,3139.875,1103.169,4.900,5,74,50.000,22.872,0.000
1572.857,3021.595,1479.249,4.600,6,79,50.000,22.872,0.000
1572.857,3021.595,1861.057,4.200,5,75,50.000,22.872,0.000
1572.857,3021.595,1885.180,3.900,5,78,50.000,22.872,0.000
812.465,1569.937,1471.942,3.500,5,86,50.000,22.872,0.000
812.465,1569.937,1109.006,3.200,6,91,50.000,22.872,0.000
812.465,1569.937,675.166,2.800,6,90,50.000,22.872,0.000
204.151,408.612,558.805,2.500,6,94,50.000,22.872,0.000
204.151,408.612,428.865,2.400,6,94,50.000,22.872,0.000
204.151,408.612,428.503,2.400,6,94,50.000,22.872,0.000
204.151,408.612,476.595,2.400,6,96,50.000,22.872,0.000
204.151,408.612,704.995,2.400,6,96,50.000,22.872,0.000
204.151,408.612,704.995,2.400,6,95,50.000,22.872,0.000
204.151,408.612,432.408,2.400,6,92,50.000,22.872,0.000
812.465,1569.937,729.862,2.400,5,98,50.000,22.872,0.000
1572.857,3021.595,1163.531,2.400,3,99,50.000,22.872,152.566
812.465,1569.937,1841.375,2.700,2,98,50.000,22.872,848.788
812.465,1569.937,1812.941,4.400,2,90,50.000,22.872,1671.026
812.465,1569.937,1649.376,5.900,2,78,50.000,22.872,2067.792
1572.857,3021.595,1758.104,7.300,2,73,50.000,22.872,1359.407
1572.857,3021.595,1777.792,8.200,3,70,50.000,22.872,394.625
812.465,1569.937,1416.404,8.700,2,71,50.000,22.872,13.651
812.465,1569.937,1149.819,8.600,2,71,50.000,22.872,0.000
812.465,1569.937,932.453,8.000,2,70,50.000,22.872,0.000
1572.857,3021.595,1153.358,7.000,3,75,50.000,22.872,0.000
1572.857,3021.595,1466.639,6.700,5,78,50.000,22.872,0.000
1572.857,3021.595,2010.350,6.500,5,83,50.000,22.872,0.000
1572.857,3021.595,1602.973,6.300,5,83,50.000,22.872,0.000
812.465,1569.937,936.173,6.000,5,87,50.000,22.872,0.000
812.465,1569.937,914.915,5.800,6,90,50.000,22.872,0.000
812.465,1569.937,766.371,5.600,6,92,50.000,22.872,0.000
204.151,408.612,532.800,5.300,6,94,50.000,22.872,0.000
204.151,408.612,428.991,4.900,6,96,50.000,22.872,0.000
204.151,408.612,426.180,4.200,6,98,50.000,22.872,0.000
204.151,408.612,446.837,4.000,6,96,50.000,22.872,0.000
204.151,408.612,699.612,3.900,6,98,50.000,22.872,0.000
204.151,408.612,700.330,3.700,6,98,50.000,22.872,0.000
204.151,408.612,447.883,3.400,6,98,50.000,22.872,0.000
812.465,1569.937,553.004,3.300,5,98,50.000,22.872,8.434
1572.857,3021.595,963.359,3.100,3,98,50.000,22.872,626.792
812.465,1569.937,1476.468,3.100,2,98,50.000,22.872,1805.788
812.465,1569.937,1930.292,3.400,2,98,50.000,22.872,3193.278
812.465,1569.937,2112.382,3.600,2,96,50.000,22.872,4222.958
1572.857,3021.595,2226.014,3.800,2,96,50.000,22.872,3013.242
1572.857,3021.595,1928.545,3.900,3,96,50.000,22.872,1100.929
812.465,1569.937,1655.443,3.900,2,97,50.000,22.872,159.608
812.465,1569.937,1316.652,3.900,2,93,50.000,22.872,0.000
812.465,1569.937,1160.435,3.800,2,93,50.000,22.872,0.000
1572.857,3021.595,728.011,3.600,3,93,50.000,22.872,0.000
1572.857,3021.595,1250.848,3.300,5,96,50.000,22.872,0.000
